,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
386,4,9,6,7,3,6,3,1,9,8,2,11,0,7,2,8,11
387,4,7,6,5,5,10,6,2,5,10,4,7,3,7,5,11,1
388,6,11,6,8,4,6,10,1,10,11,9,5,2,8,4,4,19
389,2,3,4,2,2,9,7,4,6,10,4,6,2,8,3,8,3
390,4,9,4,4,2,8,5,4,7,8,6,8,3,9,8,11,16
391,4,9,6,7,4,6,10,5,6,10,8,3,1,10,4,7,15
392,3,4,5,3,3,5,9,3,5,10,8,8,3,9,3,7,7
393,6,11,8,8,8,9,7,3,6,9,4,6,3,8,5,9,1
394,3,5,4,3,2,7,9,6,7,7,9,9,3,9,1,8,20
395,4,5,6,4,5,7,8,3,5,7,8,9,7,10,3,7,0
396,4,10,5,7,2,3,8,8,2,7,5,11,3,8,3,10,10
397,4,6,6,4,4,9,8,3,5,7,7,7,4,11,6,7,23
398,5,10,6,8,6,7,7,6,6,7,6,8,6,7,3,8,13
399,5,7,7,11,10,10,9,4,2,5,8,9,4,11,10,12,24
400,3,8,6,5,1,10,10,3,2,5,13,8,2,11,0,8,24
401,7,11,7,8,4,3,10,2,7,10,12,6,1,11,2,5,24
402,3,8,6,6,3,11,2,2,3,9,2,9,3,5,3,8,0
403,4,5,4,8,3,7,8,15,1,7,5,8,3,8,0,8,7
404,6,8,8,6,4,4,10,4,4,11,11,10,5,8,1,7,13
405,4,9,5,6,2,7,6,15,1,7,7,8,3,8,0,8,7
406,0,3,0,4,0,7,7,4,4,7,6,8,0,8,0,8,8
407,6,9,6,5,3,8,6,5,6,10,4,6,4,7,6,10,3
408,3,1,4,2,2,8,7,3,9,6,6,8,3,8,6,8,23
409,6,10,9,7,7,4,11,2,2,8,9,9,7,12,1,8,22
410,3,8,5,6,1,8,8,4,3,6,14,8,3,10,0,8,21
411,5,10,5,8,4,7,7,8,5,10,7,7,3,8,4,8,14
412,3,9,4,7,4,8,7,7,5,7,6,7,2,8,8,8,18
413,2,8,4,5,1,9,15,1,6,5,11,9,0,8,0,8,19
414,2,3,3,2,2,5,7,4,7,7,6,11,3,8,4,10,10
415,5,5,5,8,3,7,7,15,2,4,6,8,6,8,0,8,13
416,5,9,5,4,3,5,8,2,8,11,9,9,3,9,5,5,25
417,5,7,7,5,3,7,9,2,7,14,5,5,2,8,3,8,5
418,5,6,7,7,6,7,9,4,5,8,6,8,4,10,7,6,5
419,5,8,8,6,5,9,11,2,3,5,9,7,10,13,1,6,22
420,3,2,4,4,3,8,7,7,5,7,6,7,2,8,9,8,18
421,8,10,6,6,4,6,8,5,5,9,6,9,7,5,7,11,17
422,3,5,5,4,2,4,12,3,3,9,11,8,2,11,0,8,21
423,4,11,4,8,2,3,7,8,2,6,5,11,4,8,2,11,10
424,3,9,4,7,3,7,4,2,8,7,1,8,1,6,2,7,11
425,2,3,3,2,1,5,12,2,2,8,10,7,2,11,0,8,21
426,5,7,7,8,6,8,9,4,5,7,6,7,3,8,9,8,9
427,5,9,7,7,8,10,6,2,4,9,5,6,6,9,5,7,5
428,1,3,2,2,1,7,8,1,7,13,6,7,0,8,1,7,8
429,3,2,4,3,3,7,7,5,7,7,5,9,2,8,6,10,4
430,2,7,3,4,2,4,12,8,2,10,6,4,1,10,3,8,15
431,4,7,4,5,4,5,10,7,3,7,4,9,2,7,5,11,17
432,7,13,5,7,3,7,10,6,4,9,9,4,5,12,3,8,21
433,2,7,3,4,2,7,6,14,2,7,8,8,3,8,0,8,7
434,4,11,4,8,3,3,7,6,11,7,6,15,0,8,7,7,4
435,3,8,5,6,3,5,8,2,8,10,10,9,3,9,3,6,23
436,4,9,4,7,4,7,8,7,4,9,7,8,3,8,3,7,14
437,2,1,2,2,1,7,8,6,4,7,6,7,4,8,1,7,13
438,5,8,5,6,3,5,7,5,6,11,8,13,2,9,4,8,2
439,5,10,6,8,4,7,7,4,4,7,6,7,3,8,4,8,23
440,3,6,4,4,3,7,7,6,5,7,7,6,3,8,3,7,3
441,6,10,8,8,7,6,7,7,7,7,9,9,4,10,6,8,19
442,7,13,5,7,3,9,7,7,5,9,4,8,5,9,5,9,14
443,3,9,5,7,4,4,11,6,5,11,10,5,2,10,3,5,5
444,5,9,6,6,4,5,7,3,7,7,6,12,0,8,4,9,8
445,2,4,4,3,2,7,8,2,9,12,7,7,1,8,5,6,25
446,3,5,4,4,3,8,7,6,6,6,5,6,2,8,6,10,1
447,4,6,5,4,2,6,8,4,8,11,5,7,2,6,5,8,18
448,5,6,8,4,5,7,6,2,5,9,7,8,8,6,2,8,12
449,8,15,7,8,5,6,7,4,7,9,6,7,5,9,7,5,3
450,1,0,2,1,0,2,1,6,4,0,2,5,0,8,0,8,11
451,4,4,6,3,3,10,6,3,4,9,4,7,7,6,2,8,12
452,5,9,6,6,4,6,7,6,9,5,6,12,1,7,4,9,2
453,4,4,5,6,5,9,10,2,3,7,9,5,4,10,5,5,15
454,5,8,7,6,4,4,9,3,9,11,9,10,2,8,4,5,4
455,2,3,3,5,3,8,7,7,3,6,6,9,3,8,5,10,16
456,2,3,3,2,2,7,7,5,5,9,7,10,2,8,4,9,6
457,2,3,3,4,3,8,9,6,1,5,8,10,3,9,5,10,16
458,2,1,3,3,2,7,7,5,7,7,6,9,2,8,5,10,4
459,8,10,8,7,6,4,8,5,8,9,8,10,6,8,4,3,20
460,2,3,3,2,1,8,2,2,1,6,2,8,2,7,2,7,0
461,6,11,7,8,5,5,7,6,6,9,8,10,2,8,5,9,6
462,4,6,5,4,3,8,7,8,6,7,4,5,3,7,3,7,13
463,1,1,2,2,1,10,6,3,5,12,4,10,1,7,1,7,9
464,3,8,4,6,2,7,9,4,2,7,12,8,2,10,0,8,21
465,4,9,4,6,2,7,7,14,2,5,6,8,6,8,0,8,13
466,5,9,8,8,7,8,6,2,3,8,3,8,6,5,8,12,10
467,2,7,3,5,3,8,7,7,6,7,8,9,2,10,8,8,18
468,3,4,5,3,2,8,9,2,7,13,5,5,2,9,3,8,5
469,2,3,3,2,2,5,9,4,4,9,7,4,1,10,3,7,15
470,3,6,5,4,2,10,3,2,2,8,3,10,2,6,2,7,0
471,3,5,5,3,2,6,10,2,6,13,7,5,1,10,2,7,5
472,5,9,6,10,6,8,8,4,6,6,7,7,3,9,9,8,9
473,4,7,5,8,5,8,8,4,5,7,6,8,3,8,9,8,9
474,7,12,7,7,4,1,9,2,3,9,11,9,8,10,1,6,22
475,5,9,5,5,3,5,8,4,6,9,6,6,4,10,6,5,3
476,5,9,4,4,2,9,7,5,4,9,4,8,4,9,5,8,14
477,7,11,7,6,4,10,4,5,6,12,3,9,5,6,5,10,3
478,2,1,2,2,2,6,8,4,5,6,5,7,2,7,4,9,17
479,1,0,2,0,0,7,9,3,1,7,13,8,1,11,0,8,24
480,1,1,2,1,0,7,10,2,2,7,12,8,1,11,0,8,24
481,4,7,5,5,2,7,10,3,5,14,5,3,0,10,3,8,15
482,3,1,4,2,2,6,9,5,6,7,9,9,3,9,1,8,20
483,7,8,7,10,6,7,8,6,4,8,9,10,4,8,8,8,16
484,4,4,5,3,2,5,12,2,3,9,11,7,4,11,1,7,21
485,3,9,4,6,3,7,7,6,11,6,6,8,1,8,8,8,25
486,4,7,5,5,2,4,8,5,6,11,11,10,3,9,1,7,20
487,3,5,6,4,3,7,7,2,7,10,5,9,6,8,5,8,10
488,3,5,4,4,2,6,7,5,5,9,7,10,2,9,4,10,6
489,3,8,4,6,3,7,8,3,11,8,6,8,0,8,7,7,25
490,4,6,6,4,4,9,7,4,6,10,4,5,3,8,3,8,3
491,9,12,12,7,5,10,2,3,2,10,2,9,8,1,1,8,12
492,5,11,8,8,7,10,8,5,1,6,10,7,9,13,1,5,22
493,3,2,5,3,4,8,6,6,4,7,7,9,9,5,2,8,12
494,3,8,5,6,4,7,7,3,8,5,6,10,3,7,6,8,23
495,3,7,5,5,4,5,10,4,4,10,8,4,1,10,3,7,15
496,3,5,3,4,3,7,7,5,7,7,6,9,2,8,5,10,4
497,5,10,6,7,7,7,5,6,3,7,6,11,4,8,7,7,6
498,4,9,5,8,5,6,8,4,6,7,6,9,3,9,9,10,11
499,1,1,1,1,0,3,12,4,3,11,9,6,0,8,2,7,5
500,1,0,1,0,0,6,7,7,5,7,6,6,2,8,3,8,3
501,4,8,5,6,4,8,7,5,6,8,5,8,3,6,6,11,17
502,1,0,1,0,0,8,7,4,6,5,6,8,0,8,7,8,18
503,3,7,4,5,3,5,10,4,5,10,10,6,2,10,3,6,5
504,2,7,4,4,1,10,15,1,5,4,11,9,0,8,0,8,19
505,3,6,5,4,2,8,2,2,2,7,1,8,2,6,3,7,0
506,4,8,6,6,3,7,8,3,4,10,6,7,5,8,1,7,13
507,4,8,4,5,2,7,5,15,1,7,8,8,3,8,0,8,7
508,3,2,4,4,3,7,7,5,8,7,5,9,2,8,6,10,4
509,4,5,7,3,4,9,6,3,5,9,4,7,9,7,2,8,12
510,3,7,5,5,6,7,6,4,3,6,5,10,6,8,6,10,6
511,2,3,3,1,2,9,6,3,6,10,4,6,2,8,2,9,3
512,6,11,8,9,8,7,7,8,4,8,5,8,4,8,10,1,0
513,2,1,3,1,0,7,10,3,1,7,12,8,1,11,0,8,24
514,7,10,9,8,7,7,7,8,6,7,5,6,4,8,4,8,13
515,6,11,8,8,8,8,6,8,5,7,6,9,6,8,5,6,20
516,2,7,4,5,2,5,11,3,6,11,9,5,0,9,3,6,15
517,2,10,4,7,1,7,14,0,6,7,11,8,0,8,0,8,19
518,5,9,6,6,5,7,6,3,5,6,6,9,3,7,10,9,23
519,5,10,6,7,2,7,7,5,4,7,6,8,3,8,4,8,23
520,5,11,7,8,5,7,9,1,6,13,6,5,1,10,2,8,5
521,3,7,5,5,1,7,8,4,3,7,13,8,3,9,0,8,21
522,3,8,5,7,4,8,7,7,5,6,6,9,3,8,4,10,16
523,6,9,8,8,7,7,7,5,4,5,7,8,7,7,2,6,20
524,3,4,4,3,1,4,8,5,7,11,9,12,1,9,2,7,2
525,5,9,4,4,2,5,11,3,4,12,7,4,1,8,5,4,5
526,2,4,4,3,2,10,7,1,8,10,3,7,2,7,3,8,23
527,4,5,6,6,6,6,9,4,2,8,7,6,6,10,4,6,15
528,4,3,6,4,2,4,8,5,1,7,9,8,8,10,0,8,22
529,2,2,3,3,2,8,7,7,4,7,6,8,2,8,3,8,14
530,2,4,3,3,2,8,7,3,5,9,6,6,2,8,5,9,1
531,1,5,0,8,0,7,7,4,4,7,6,8,0,8,0,8,8
532,4,7,6,5,6,6,6,4,4,8,6,11,6,9,3,9,2
533,11,11,11,6,5,4,9,5,6,4,2,12,9,11,2,8,12
534,7,10,9,8,7,6,7,7,8,7,8,9,4,10,7,7,19
535,5,8,7,12,12,9,7,4,1,6,8,9,6,12,8,9,24
536,4,8,6,6,8,9,6,2,2,8,4,8,7,7,2,5,12
537,5,7,5,5,3,6,11,3,6,11,9,5,3,11,3,4,19
538,4,6,6,6,5,6,7,2,5,7,7,9,3,9,8,8,23
539,3,9,5,6,3,9,3,2,3,7,1,8,2,6,2,7,0
540,5,8,7,7,6,5,8,4,9,8,7,9,3,9,7,6,19
541,4,8,5,6,3,6,7,6,6,10,8,10,2,9,4,9,6
542,7,9,6,4,5,9,7,3,5,9,4,7,7,5,7,8,1
543,3,10,4,8,3,5,7,6,7,7,6,13,1,8,4,10,2
544,7,9,6,5,4,7,7,5,5,9,4,9,6,5,7,11,17
545,1,1,1,3,1,7,7,1,6,7,6,8,0,8,2,8,8
546,2,6,3,4,2,7,8,8,7,10,6,11,2,11,4,9,2
547,3,7,5,5,4,9,6,7,5,7,6,8,3,8,4,5,20
548,3,8,4,6,2,7,7,14,2,5,6,8,5,8,0,8,13
549,4,4,6,3,3,6,7,1,8,10,8,8,2,8,3,7,23
550,9,13,8,8,5,8,5,4,6,6,7,6,6,8,4,6,20
551,4,6,5,4,3,6,8,6,8,7,10,9,3,9,1,8,20
552,5,5,5,7,2,1,15,5,3,12,9,4,0,8,3,6,5
553,7,11,5,6,2,7,7,7,7,12,6,9,2,9,5,9,2
554,2,4,3,2,1,6,8,7,8,8,8,13,1,9,4,10,2
555,2,1,2,1,0,7,10,2,2,7,12,8,1,11,0,8,24
556,3,5,4,4,3,8,7,7,4,9,6,8,3,8,3,8,14
557,4,2,5,4,2,6,8,5,8,6,9,9,3,9,1,7,20
558,3,4,4,3,2,7,7,6,4,9,6,8,2,8,2,8,14
559,1,3,2,2,1,7,8,1,7,13,6,8,0,8,1,7,8
560,5,9,6,6,5,6,7,7,7,8,9,8,3,9,6,9,19
561,3,1,4,3,3,8,6,6,4,7,7,8,7,6,2,7,12
562,3,2,5,3,1,6,12,3,4,8,11,8,2,10,1,8,21
563,4,7,4,5,2,7,7,14,2,4,6,8,6,8,0,8,13
564,7,11,9,8,5,6,12,3,6,14,6,2,0,10,3,9,15
565,4,8,5,6,2,8,6,8,7,7,5,8,3,8,4,8,14
566,8,9,11,8,12,7,9,4,4,7,5,8,12,6,6,7,12
567,5,9,6,6,5,9,7,4,5,10,5,6,3,8,3,8,3
568,2,1,2,1,0,8,15,1,4,6,10,8,0,8,0,8,19
569,5,10,7,8,5,7,6,9,4,7,5,9,3,9,4,6,14
570,3,5,6,4,2,7,11,1,7,7,11,8,2,11,2,8,24
571,4,10,5,7,5,8,7,6,7,6,6,6,2,8,7,10,1
572,7,13,7,8,4,6,7,3,6,9,9,10,6,10,3,7,10
573,0,4,0,6,0,7,7,4,4,7,6,8,0,8,0,8,8
574,4,6,5,8,5,7,10,4,3,6,9,11,3,8,6,8,16
575,3,8,5,5,1,6,6,3,1,6,0,8,2,6,1,7,0
576,3,11,4,8,2,7,7,4,14,10,6,8,0,8,8,8,25
577,3,4,4,6,1,11,2,10,3,13,8,14,1,6,0,8,9
578,7,9,10,7,7,7,7,1,6,10,5,9,3,8,4,9,10
579,2,7,3,5,3,6,8,5,10,7,6,10,1,9,8,7,25
580,5,8,7,6,6,9,6,4,6,10,5,7,2,8,5,10,1
581,8,13,6,10,5,11,5,2,5,12,4,8,2,9,6,13,9
582,1,0,2,0,0,7,7,2,10,8,6,8,0,8,6,8,25
583,5,9,8,7,5,4,8,1,8,10,11,10,3,9,3,5,23
584,2,7,2,5,1,11,3,10,3,12,7,13,1,6,0,8,9
585,5,10,5,5,3,5,8,3,6,9,8,9,5,7,3,8,10
586,0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8,8
587,2,3,2,2,1,4,11,3,6,11,10,4,1,11,2,5,24
588,5,8,6,7,5,6,6,5,5,8,5,7,3,6,5,7,14
589,6,11,6,6,3,6,10,2,7,12,7,6,2,9,5,4,19
590,2,4,4,3,2,8,7,3,4,9,4,6,3,7,3,9,17
591,5,11,8,8,4,8,2,2,3,6,2,7,5,7,6,8,0
592,6,10,5,7,3,6,11,1,9,11,9,4,0,10,3,4,19
593,2,6,3,4,1,13,2,8,4,14,4,12,0,7,0,8,9
594,3,7,4,5,3,7,8,7,5,10,8,7,3,8,3,8,14
595,4,5,4,7,2,1,12,5,6,12,11,8,0,8,2,5,5
596,4,9,6,6,2,9,5,3,1,8,1,8,2,7,2,8,0
597,4,7,6,5,6,9,6,4,6,10,5,7,2,8,5,10,1
598,2,3,2,1,1,8,7,5,8,6,6,7,1,8,6,8,25
599,4,11,5,8,5,8,8,8,6,7,4,6,2,7,8,8,18
600,5,9,8,7,7,6,11,2,2,7,8,8,8,11,1,8,22
601,2,5,4,4,2,7,4,1,8,8,2,10,0,7,2,8,11
602,2,5,3,4,2,7,12,3,6,7,11,8,2,11,1,8,19
603,6,7,8,6,8,8,8,4,4,7,6,7,10,8,5,5,12
604,6,10,8,7,7,7,8,7,4,8,7,9,3,9,8,9,15
605,3,8,4,6,2,7,8,0,8,14,6,7,0,8,1,7,8
606,3,9,4,7,1,12,2,10,4,13,6,13,1,6,0,8,9
607,5,4,6,7,2,5,7,7,11,7,5,12,1,9,4,8,2
608,4,8,6,6,4,9,6,2,7,11,5,9,3,7,6,10,4
609,1,0,2,0,0,8,9,3,2,7,12,8,2,10,0,8,21
610,3,7,5,6,4,7,8,2,4,7,8,9,5,8,3,6,0
611,4,9,4,6,3,3,7,6,11,7,6,15,0,8,7,7,4
612,7,11,9,8,9,8,7,5,5,7,6,7,7,6,9,14,10
613,8,11,7,8,5,3,11,1,3,8,10,7,6,11,2,7,21
614,8,12,9,6,5,6,9,2,8,11,8,8,4,9,4,5,23
615,6,8,6,9,7,8,7,7,2,8,7,10,3,8,6,7,16
616,3,3,4,2,2,7,8,5,5,7,5,7,2,7,4,8,17
617,4,6,6,4,3,6,13,7,2,11,5,2,1,10,4,7,15
618,1,2,2,3,1,8,7,5,2,8,7,9,2,9,3,9,16
619,2,4,4,3,2,7,7,2,7,10,5,7,1,8,5,8,18
620,10,13,12,7,6,10,2,3,2,10,2,9,8,1,2,8,12
621,2,2,3,3,2,7,7,5,9,6,6,8,2,8,7,8,25
622,1,0,2,1,1,8,7,4,7,5,6,7,0,8,7,8,18
623,3,4,5,3,2,6,10,2,6,13,6,5,1,9,3,7,5
624,3,3,3,5,1,0,1,6,6,0,1,6,0,8,0,8,11
625,4,7,6,5,3,10,1,3,3,9,2,8,3,6,4,9,0
626,3,7,5,5,2,7,10,1,2,7,12,8,1,11,0,8,24
627,10,15,9,8,5,7,6,5,6,9,4,5,5,8,6,9,3
628,3,7,3,4,2,7,9,14,3,7,3,8,3,8,0,8,7
629,4,2,5,4,4,7,8,6,6,7,6,8,3,8,3,8,7
630,2,1,3,2,2,8,6,6,3,7,7,9,6,5,1,8,12
631,6,10,8,7,5,8,8,3,7,10,5,7,2,8,5,8,18
632,8,10,8,8,5,5,11,2,7,11,10,5,2,12,2,4,19
633,0,7,0,4,0,7,7,4,4,7,6,8,0,8,0,8,8
634,3,9,5,6,2,9,6,3,1,8,0,8,2,7,1,8,0
635,3,2,3,3,2,8,8,6,5,7,6,7,2,8,9,8,18
636,3,5,4,6,3,6,11,9,4,7,2,9,3,7,5,11,17
637,5,8,6,9,7,8,7,6,3,8,8,10,3,9,5,8,16
638,3,7,5,5,2,6,4,1,9,8,2,11,0,8,2,8,11
639,10,14,8,8,4,11,1,3,0,10,4,11,3,4,4,10,0
640,6,9,6,7,3,4,9,2,8,10,11,6,2,10,4,3,24
641,4,11,6,8,3,10,10,1,3,6,12,8,1,11,0,8,24
642,2,0,2,1,1,7,8,7,5,7,6,7,1,8,7,8,1
643,3,2,4,4,3,6,7,5,5,6,5,7,3,7,4,8,17
644,3,7,4,5,2,6,3,1,8,8,2,11,0,7,2,8,11
645,5,7,5,5,5,5,10,3,2,9,8,7,6,11,2,6,22
646,3,5,5,3,2,7,8,2,4,10,6,6,5,8,0,7,13
647,4,11,5,8,3,5,11,3,4,9,12,9,2,10,1,8,21
648,4,8,6,6,3,9,2,2,2,7,1,8,2,7,3,7,0
649,1,0,2,1,0,8,7,7,4,7,6,8,2,8,3,8,14
650,7,9,7,4,3,5,10,2,2,9,10,8,8,12,0,7,22
651,4,5,6,7,3,9,6,9,8,8,4,9,3,8,4,8,14
652,4,6,6,4,4,5,6,4,7,6,6,10,3,8,5,9,10
653,4,7,5,5,3,7,6,8,5,7,5,8,3,8,3,8,14
654,5,10,7,8,4,7,3,2,9,7,1,9,1,6,3,7,11
655,2,3,4,2,2,6,9,3,6,10,7,8,3,8,3,8,7
656,2,6,4,4,1,5,4,1,9,7,1,9,0,7,2,7,11
657,4,8,6,6,5,8,7,8,4,7,6,7,3,8,3,7,14
658,3,5,5,3,3,6,8,2,8,11,8,9,2,9,4,7,4
659,2,6,3,4,0,9,10,2,2,6,12,8,1,11,0,8,24
660,4,4,7,3,4,6,6,3,4,10,9,10,7,6,2,8,12
661,3,8,4,6,2,5,7,10,8,6,5,5,3,8,4,8,3
662,5,8,5,6,3,3,8,5,7,10,10,10,3,9,2,6,20
663,3,5,5,4,4,9,6,3,6,10,5,7,2,8,5,10,1
664,4,9,6,7,6,7,7,8,6,6,5,5,3,9,4,8,3
665,2,3,4,2,2,9,11,3,2,5,9,7,6,10,0,8,22
666,4,9,6,7,4,8,6,2,9,12,5,9,3,6,8,8,25
667,4,6,5,4,3,9,8,3,7,10,4,7,2,7,4,9,18
668,5,7,6,5,3,8,7,2,9,12,5,10,2,9,6,9,25
669,11,14,10,8,4,6,8,3,7,9,8,10,6,8,4,6,10
670,2,4,4,3,2,7,9,4,4,12,5,3,1,10,3,8,15
671,4,7,5,5,3,7,7,4,8,11,8,8,2,10,5,6,18
672,5,10,8,8,4,7,10,2,7,6,12,9,2,11,2,8,24
673,2,5,3,4,2,4,4,4,7,2,1,6,0,7,1,6,11
674,1,0,2,0,0,7,10,1,3,7,12,8,1,11,0,8,24
675,3,8,3,6,2,3,7,6,10,7,6,14,0,8,7,8,4
676,3,3,5,5,2,7,5,3,1,6,1,8,2,7,2,7,0
677,7,15,6,8,5,11,4,4,6,10,5,7,3,9,7,12,16
678,6,9,6,10,6,8,6,7,4,9,6,10,4,10,7,6,16
679,1,1,2,1,1,6,9,7,3,7,5,8,2,7,4,10,17
680,2,5,4,4,1,5,13,3,5,13,7,3,0,9,2,6,5
681,2,3,3,4,2,7,8,5,1,7,8,10,2,9,5,8,16
682,3,3,3,4,1,1,12,5,4,11,10,7,0,8,3,7,5
683,6,10,7,8,4,6,7,7,8,10,7,10,2,10,5,9,6
684,7,10,9,8,7,9,7,4,7,10,5,6,2,8,6,10,1
685,3,2,5,4,3,7,10,2,2,7,9,8,7,11,0,8,22
686,4,5,4,8,2,1,12,5,4,11,10,7,0,8,3,6,5
687,6,9,6,6,3,2,11,4,6,13,12,6,1,11,2,5,24
688,4,5,5,4,3,6,7,4,7,6,6,10,3,8,5,9,10
689,2,2,3,3,2,7,8,5,4,7,6,6,5,9,2,5,13
690,2,8,3,6,1,13,2,8,4,13,4,12,1,6,0,8,9
691,4,8,6,6,5,8,5,1,6,9,4,10,4,8,4,10,10
692,4,7,5,5,2,5,8,7,10,6,7,11,1,7,4,8,2
693,4,10,5,8,3,7,7,4,15,9,6,8,0,8,8,8,25
694,6,11,7,8,4,2,8,5,9,10,10,14,1,7,3,7,2
695,4,10,4,7,3,1,12,4,4,11,10,8,0,8,2,6,5
696,4,5,4,7,3,7,7,14,2,5,6,8,6,8,0,8,13
697,4,5,6,3,2,7,8,2,5,10,6,6,5,8,1,7,13
698,2,1,2,2,2,6,7,4,4,6,5,6,2,7,3,8,17
699,5,8,6,10,6,9,5,7,4,9,5,11,4,8,6,7,16
700,11,13,11,7,6,11,11,7,3,4,7,9,10,13,3,6,12
701,5,6,7,5,7,7,9,4,4,7,5,7,9,8,5,5,12
702,7,10,6,5,3,8,6,3,5,9,8,6,4,10,4,5,24
703,4,9,5,7,2,7,5,15,5,7,13,8,3,9,0,8,20
704,1,1,2,1,1,7,7,3,7,6,6,8,2,8,5,8,23
705,3,4,5,6,4,9,10,7,4,7,7,6,4,10,5,5,24
706,3,3,4,1,1,4,10,2,7,10,10,5,1,10,3,4,24
707,4,8,5,6,4,6,11,3,7,8,11,8,2,12,1,7,19
708,1,4,2,3,1,7,8,0,7,13,6,8,0,8,1,7,8
709,4,8,6,6,4,8,7,6,6,9,5,7,3,8,5,11,17
710,4,11,5,8,4,4,11,4,6,11,10,6,2,10,3,5,5
711,7,11,8,6,4,8,8,2,8,11,6,7,4,12,4,8,23
712,4,4,6,3,4,6,6,3,4,10,9,9,7,6,2,9,12
713,2,6,3,4,2,4,5,1,9,3,2,8,0,7,2,5,11
714,5,11,6,8,8,8,7,4,6,7,6,6,6,8,6,10,1
715,4,8,5,6,2,6,9,7,10,5,7,12,1,6,4,8,2
716,8,12,8,6,6,7,8,3,6,9,3,8,6,6,6,6,17
717,2,3,3,2,1,6,11,3,5,12,7,4,1,9,1,7,5
718,2,5,4,3,2,7,10,1,7,7,11,8,2,11,2,8,24
719,4,6,6,4,5,11,6,1,5,9,5,6,5,9,4,7,5
720,6,11,8,8,8,7,8,6,8,8,6,8,9,7,4,8,7
721,4,9,6,6,2,7,8,7,10,5,6,13,1,7,4,9,2
722,3,6,5,4,4,11,5,3,4,9,3,6,7,6,2,8,12
723,2,4,3,3,2,6,8,7,8,8,7,13,1,9,4,10,2
724,3,9,4,7,2,7,6,8,7,6,6,10,2,7,5,10,6
725,2,3,3,2,1,6,11,2,7,11,9,5,1,10,2,5,19
726,5,10,5,8,4,6,8,9,7,7,6,7,2,8,9,10,1
727,1,0,2,0,0,7,9,2,1,6,12,8,1,10,0,8,24
728,2,4,4,3,2,7,7,2,9,11,6,8,1,8,5,8,25
729,2,1,3,1,1,8,6,6,6,6,5,9,1,7,6,10,6
730,4,8,7,6,6,8,7,2,6,7,6,7,5,7,7,8,23
731,4,4,5,3,3,4,11,3,2,9,9,7,6,12,1,6,22
732,3,2,5,4,3,7,6,6,6,6,6,10,2,9,4,9,6
733,3,6,5,4,7,9,7,5,1,7,6,8,7,10,2,7,22
734,3,5,4,3,2,4,10,1,7,10,10,6,1,11,3,4,24
735,5,8,6,7,3,8,9,8,6,5,8,9,3,7,6,10,16
736,6,11,8,8,5,6,6,6,7,6,6,8,3,8,4,7,6
737,4,8,4,6,4,3,8,5,9,7,6,14,0,8,6,8,4
738,2,1,3,1,1,9,12,3,2,5,11,8,2,11,0,8,21
739,8,11,8,8,6,7,11,4,8,11,9,4,6,12,6,5,19
740,1,3,2,2,1,7,8,1,7,13,6,8,0,8,1,7,8
741,2,0,2,1,1,8,6,6,5,6,5,9,1,8,5,10,6
742,7,11,10,8,12,8,8,6,2,7,7,8,10,9,7,11,14
743,7,14,6,8,5,7,7,5,4,9,5,6,4,9,9,8,6
744,3,7,5,5,3,8,8,5,5,8,5,7,3,7,5,10,17
745,5,7,7,6,8,5,8,5,4,6,5,9,11,9,4,8,12
746,2,5,1,3,1,7,7,1,7,7,6,8,0,8,3,8,8
747,3,7,4,5,2,4,3,5,8,1,1,5,0,7,1,5,11
748,5,7,4,10,3,8,8,3,3,12,4,5,2,8,7,9,9
749,9,14,8,8,5,7,5,4,9,10,4,9,3,7,9,9,16
750,5,9,7,7,7,10,11,2,2,6,8,7,9,13,2,8,22
751,4,9,5,6,4,7,6,12,4,6,12,8,3,9,0,8,20
752,4,9,4,4,2,5,10,2,6,11,8,6,2,9,4,3,19
753,6,8,8,7,8,5,10,4,5,8,7,9,4,10,9,7,4
754,4,8,6,6,3,5,11,3,4,8,12,9,2,10,1,8,21
755,2,2,1,4,1,7,7,1,7,7,6,8,0,8,3,8,8
756,5,7,5,5,3,3,9,5,6,11,11,9,3,9,1,6,20
757,7,9,9,8,8,6,7,5,8,7,6,9,6,4,8,3,3
758,2,3,3,1,1,5,11,2,5,13,6,4,1,9,1,8,5
759,10,14,7,8,4,6,8,5,4,7,4,6,5,9,5,7,14
760,4,8,4,6,2,3,6,6,11,7,7,14,0,8,7,7,4
761,3,5,4,7,7,7,5,4,2,7,7,9,5,10,4,8,24
762,4,6,5,4,4,8,6,7,5,7,6,9,3,8,4,6,20
763,2,1,3,1,2,8,6,6,4,7,7,8,6,5,1,7,12
764,3,6,4,4,3,8,8,7,4,7,7,7,3,8,2,8,14
765,4,9,3,4,2,8,7,3,4,10,5,8,3,9,8,11,4
766,3,7,4,5,4,7,9,6,5,8,5,9,3,6,5,10,17
767,5,9,5,5,2,4,8,4,6,9,11,11,5,9,3,6,10
768,2,1,2,1,2,8,8,6,6,7,6,8,3,8,3,8,7
769,2,0,2,1,1,8,7,7,4,6,6,8,2,8,3,8,16
770,1,0,1,1,0,8,7,4,6,5,6,8,0,8,7,8,18
771,4,8,5,6,4,3,13,6,2,11,8,4,0,9,3,8,15
772,5,9,5,5,3,7,5,3,5,12,7,11,3,8,6,9,11
